ID,message
127,"경험이 쌓이면 모든 일에 겁이 없어질 것 같지만 오히려 무엇이 아픈지 알게 되어 조심스러워지는 부분도 있다. 실패했을 때의 기분을 기억하고, 잘못된 선택이 남기는 시간을 알기 때문에 예전보다 쉽게 뛰어들지 못한다. 대신 달라지는 것이 있다면 넘어지지 않는 방법보다 넘어진 뒤 자신을 다루는 방법을 조금씩 알게 된다는 점이다. 언제 쉬어야 하는지, 누구에게 도움을 청해야 하는지, 어떤 생각은 붙잡지 말고 흘려보내야 하는지 경험을 통해 배우게 된다. 단단함은 상처받지 않는 상태가 아니라 상처받은 뒤 돌아오는 길을 알고 있는 상태에 더 가까운지도 모른다."
128,"잘 견뎠다는 말이 언제나 참고 버텼다는 뜻은 아니었으면 좋겠다. 떠나야 할 곳에서 떠나고, 포기해야 할 것을 포기하고, 도움을 받아야 할 때 손을 내미는 것도 잘 견디는 방법이다. 오래 가는 사람은 버티는 법만 아는 사람이 아니니까."
129,좋은 것을 봤을 때 누군가가 생각나는 순간이 좋다. 예쁜 하늘이나 맛있는 음식처럼 아주 사소한 것 앞에서 문득 한 사람이 떠오르는 것. 함께 있지 않아도 좋은 순간의 한쪽을 자연스럽게 나누고 있다는 느낌이 들어서.
130,"오래 듣지 않았던 노래가 우연히 흘러나오면 몇 초 만에 예전의 시간으로 돌아가는 느낌이 든다. 당시 자주 걷던 길과 날씨, 그 시절의 마음까지 노래 한 곡에 묶여 있다가 한꺼번에 풀려 나온다. 기억은 생각보다 정확한 기록 장치가 아니지만 감정의 흔적만큼은 놀랄 만큼 오래 간직한다. 그래서 어떤 시절에는 좋은 음악을 많이 남겨두고 싶어진다. 나중에 그 노래를 다시 들었을 때 그때의 걱정보다 좋아했던 것과 웃었던 순간이 먼저 떠오를 수 있도록. 음악은 지나간 시간을 다시 불러오는 가장 짧은 길 중 하나다. 무엇이든 곧바로 정답을 정하려 하지 않을 때 오히려 마음이 더 정확해지기도 한다. 서두르지 않는 시간도 생각을 정리하는 데 필요한 과정이다."
131,어떤 날은 앞으로 나아가는 것보다 제자리를 지키는 데 더 많은 힘이 든다. 무너지지 않고 평소의 생활을 이어간 것만으로 충분히 애쓴 날도 있다. 그런 날의 자신에게까지 발전을 요구하지 않았으면 좋겠다.
132,"오늘 해야 할 일을 전부 끝내지 못했더라도 잠들기 전까지 자신을 혼내지는 않았으면 좋겠다. 내일의 힘까지 오늘 다 써버릴 필요는 없다. 남겨둔 일은 내일 다시 하면 되고, 오늘의 너는 이제 쉬어도 된다."
133,"노력과 결과가 언제나 정확하게 맞아떨어지는 것은 아니다. 오래 준비했는데 기대에 미치지 못하는 날도 있고, 큰 기대 없이 시작한 일이 뜻밖에 잘 풀리는 날도 있다. 그래서 결과 하나로 지나온 시간을 전부 평가하는 일은 조금 부당하다. 원하는 답을 얻지 못했다고 해서 그 과정에서 익힌 것과 견딘 시간, 이전보다 나아진 부분까지 함께 사라지는 것은 아니기 때문이다. 오히려 시간이 지난 뒤에는 결과보다 과정에서 생긴 변화가 더 오래 남기도 한다. 무엇을 배웠는지, 어떤 상황을 전보다 잘 견딜 수 있게 되었는지, 다시 시작할 힘이 얼마나 남아 있는지. 성취를 바라보는 기준은 생각보다 여러 개여도 괜찮다."
134,"잘 살고 있는지 아닌지는 누가 대신 판단해 주는 것도 아니고 정해진 기준도 없어. 결국 내가 어떻게 생각하느냐에 달린 것 같아.
누구의 말에도 흔들리지 않고, 어떤 상황에서도 너 자신을 믿었으면 좋겠어. 하루하루 치열하게 살아 내고 있다는 것만으로도 우리는 이미 잘 해내고 있으니까."
135,"잘됐으면 좋겠다는 말은 생각보다 깊은 마음일 수 있다. 내가 원하는 모습이 아니라 그 사람이 원하는 모습으로 잘되는 것, 내가 모르는 행복이라도 충분히 누리는 것. 그걸 진심으로 바랄 수 있다면 꽤 좋은 마음이라고 생각한다."
136,"오늘은 좋은 일이 생기기를 기다리는 것보다 이미 있는 좋은 것을 하나 더 발견했으면 좋겠다. 편안한 옷, 맛있는 한 끼, 반가운 연락, 좋아하는 음악. 행복은 새로 생기는 것만큼 알아보는 능력에도 달려 있는 것 같다."
137,용기는 겁이 없는 상태라기보다 겁이 나는데도 한 번 해보는 마음에 가까운 것 같다. 완벽하게 준비된 순간만 기다리다 보면 시작할 수 없는 일이 너무 많다. 오늘의 작은 시도가 나중의 큰 자신감이 되어 돌아오기를.
138,"마음을 전한다는 건 상대에게 그 마음을 받아달라고 요구하는 것과는 다르다고 생각한다. 나는 이렇게 생각하고 있다는 사실을 조심스럽게 건네고, 그 다음은 상대의 몫으로 남겨두는 것. 그런 여백이 있는 마음을 오래 좋아한다."
139,상대가 힘들어 보인다고 해서 모든 사정을 알아야 위로할 수 있는 건 아니다. 말하고 싶지 않은 마음도 존중받아야 하니까. 자세한 이유를 묻지 않고 그냥 오늘이 조금 덜 힘들기를 바라는 것도 충분한 위로일 수 있다.
140,
141,
